date,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,,,,,,,,,,,,,
19810907,HU,29.3N,67.8W,100,975,,,,,,,,,,,,,
19810908,HU,29.9N,67.2W,95,989,,,,,,,,,,,,,
19810908,HU,30.6N,66.5W,90,995,,,,,,,,,,,,,
19810908,HU,31.4N,65.6W,85,998,,,,,,,,,,,,,
19810908,TS,32.0N,64.7W,60,1003,,,,,,,,,,,,,
19810909,TS,32.9N,63.0W,50,1005,,,,,,,,,,,,,
19810909,TS,33.7N,60.7W,45,1007,,,,,,,,,,,,,
19810909,TS,34.2N,58.5W,45,1007,,,,,,,,,,,,,
19810909,TS,33.8N,56.3W,40,1007,,,,,,,,,,,,,
19810910,TS,33.5N,54.0W,40,1007,,,,,,,,,,,,,
19810910,TS,33.6N,51.3W,40,1007,,,,,,,,,,,,,
19810910,TS,34.0N,48.7W,40,1008,,,,,,,,,,,,,
19810910,TS,34.0N,46.4W,40,1008,,,,,,,,,,,,,
19810911,TS,33.8N,44.1W,40,1008,,,,,,,,,,,,,
19810911,TS,34.5N,41.7W,40,1008,,,,,,,,,,,,,
19810911,TS,35.5N,39.7W,40,1008,,,,,,,,,,,,,
19810911,TS,36.6N,38.3W,40,1008,,,,,,,,,,,,,
19810912,TS,37.6N,36.9W,40,1009,,,,,,,,,,,,,
19810912,TS,39.0N,35.2W,40,1009,,,,,,,,,,,,,
19810912,TS,40.6N,33.4W,35,1009,,,,,,,,,,,,,
19810907,TD,14.8N,54.0W,25,1013,,,,,,,,,,,,,
19810907,TD,14.9N,55.7W,30,1012,,,,,,,,,,,,,
19810907,TD,15.1N,57.4W,30,1012,,,,,,,,,,,,,
19810907,TD,15.3N,59.0W,30,1010,,,,,,,,,,,,,
19810908,TS,15.6N,60.6W,40,1008,,,,,,,,,,,,,
19810908,TS,16.1N,62.3W,45,1005,,,,,,,,,,,,,
19810908,TS,16.8N,64.0W,50,1002,,,,,,,,,,,,,
19810908,TS,17.8N,65.4W,50,1004,,,,,,,,,,,,,
19810909,TS,18.9N,66.9W,45,1006,,,,,,,,,,,,,
19810909,TS,19.6N,68.3W,40,1009,,,,,,,,,,,,,
19810909,TS,20.3N,70.0W,35,1011,,,,,,,,,,,,,
19810909,TS,21.3N,71.7W,35,1012,,,,,,,,,,,,,
19810910,TS,22.1N,72.8W,40,1010,,,,,,,,,,,,,
19810910,TS,22.7N,73.7W,50,1008,,,,,,,,,,,,,
19810910,TS,23.7N,74.5W,60,1001,,,,,,,,,,,,,
19810910,HU,24.8N,74.4W,70,996,,,,,,,,,,,,,
19810911,HU,26.3N,73.9W,80,993,,,,,,,,,,,,,
19810911,HU,27.7N,73.0W,85,990,,,,,,,,,,,,,
19810911,HU,29.0N,72.0W,90,988,,,,,,,,,,,,,
19810911,HU,30.2N,70.9W,90,988,,,,,,,,,,,,,
19810912,HU,31.5N,69.6W,90,989,,,,,,,,,,,,,
19810912,HU,32.5N,68.5W,90,990,,,,,,,,,,,,,
19810912,HU,33.4N,67.1W,85,992,,,,,,,,,,,,,
19810912,HU,34.1N,65.6W,70,997,,,,,,,,,,,,,
19810913,TS,34.9N,63.5W,60,1002,,,,,,,,,,,,,
19810913,TS,35.8N,60.7W,55,1006,,,,,,,,,,,,,
19810913,TS,36.8N,57.0W,50,1008,,,,,,,,,,,,,
19810913,TS,37.7N,53.2W,45,1010,,,,,,,,,,,,,
19810914,TS,38.3N,49.4W,40,1010,,,,,,,,,,,,,
19810914,TS,38.8N,45.6W,40,1011,,,,,,,,,,,,,
19810914,TS,39.2N,41.9W,35,1012,,,,,,,,,,,,,
19810914,TD,39.6N,38.6W,30,1012,,,,,,,,,,,,,
19810915,TD,39.9N,35.3W,30,1012,,,,,,,,,,,,,
19810915,TD,40.1N,33.0W,25,1012,,,,,,,,,,,,,
19810915,TD,40.3N,30.7W,25,1012,,,,,,,,,,,,,
19810915,TD,40.5N,28.2W,20,1012,,,,,,,,,,,,,
19810911,TD,14.0N,49.0W,25,1009,,,,,,,,,,,,,
19810912,TD,15.4N,50.7W,25,1006,,,,,,,,,,,,,
19810912,TD,17.1N,52.7W,25,1003,,,,,,,,,,,,,
19810912,TD,18.4N,54.7W,30,1001,,,,,,,,,,,,,
19810912,TS,19.4N,56.3W,40,995,,,,,,,,,,,,,
19810913,HU,20.2N,57.8W,70,990,,,,,,,,,,,,,
19810913,HU,21.2N,59.3W,70,985,,,,,,,,,,,,,
19810913,HU,22.2N,60.6W,75,983,,,,,,,,,,,,,
19810913,HU,23.1N,61.4W,80,980,,,,,,,,,,,,,
19810914,HU,24.1N,62.0W,85,978,,,,,,,,,,,,,
19810914,HU,25.2N,62.5W,90,976,,,,,,,,,,,,,
19810914,HU,26.4N,62.7W,95,960,,,,,,,,,,,,,
19810914,HU,27.6N,62.8W,110,952,,,,,,,,,,,,,
19810915,HU,28.4N,62.6W,115,946,,,,,,,,,,,,,
19810915,HU,29.5N,62.3W,110,952,,,,,,,,,,,,,
19810915,HU,30.8N,61.2W,105,958,,,,,,,,,,,,,
19810915,HU,32.1N,60.3W,100,963,,,,,,,,,,,,,
19810916,HU,33.2N,59.2W,90,970,,,,,,,,,,,,,
19810916,HU,34.2N,58.0W,85,975,,,,,,,,,,,,,
19810916,HU,34.9N,56.8W,80,980,,,,,,,,,,,,,
19810916,HU,35.3N,55.7W,65,990,,,,,,,,,,,,,
19810917,HU,35.7N,54.8W,65,991,,,,,,,,,,,,,
19810917,HU,35.9N,53.8W,65,992,,,,,,,,,,,,,
19810917,HU,36.2N,52.7W,65,993,,,,,,,,,,,,,
19810917,HU,36.5N,51.3W,65,995,,,,,,,,,,,,,
19810918,HU,37.1N,49.9W,65,996,,,,,,,,,,,,,
19810918,HU,37.5N,48.2W,65,997,,,,,,,,,,,,,
19810918,TS,37.9N,46.8W,55,998,,,,,,,,,,,,,
19810918,TS,38.3N,45.2W,45,1002,,,,,,,,,,,,,
19810919,TS,38.5N,43.0W,35,1005,,,,,,,,,,,,,
19810919,EX,38.3N,40.6W,25,1006,,,,,,,,,,,,,
19810919,EX,38.1N,38.0W,25,1007,,,,,,,,,,,,,
19810919,EX,37.7N,35.3W,25,1008,,,,,,,,,,,,,
19810920,EX,36.7N,32.8W,25,1009,,,,,,,,,,,,,
19810912,TD,11.8N,73.8W,20,,,,,,,,,,,,,,
19810912,TD,11.9N,74.9W,25,,,,,,,,,,,,,,
19810912,TD,12.0N,76.0W,25,,,,,,,,,,,,,,
19810912,TD,12.2N,77.1W,30,,,,,,,,,,,,,,
19810913,TD,12.3N,78.2W,30,,,,,,,,,,,,,,
19810913,TD,12.4N,79.4W,30,,,,,,,,,,,,,,
19810913,TD,12.5N,80.6W,30,,,,,,,,,,,,,,
19810913,TD,12.8N,81.4W,30,,,,,,,,,,,,,,
19810914,TD,12.9N,82.3W,30,,,,,,,,,,,,,,
19810914,TD,12.9N,83.2W,25,,,,,,,,,,,,,,
19810914,TD,13.0N,84.0W,-99,,,,,,,,,,,,,,
19810921,TD,13.5N,32.5W,25,1015,,,,,,,,,,,,,
19810921,TD,13.3N,33.6W,25,1013,,,,,,,,,,,,,
19810922,TD,13.1N,34.9W,25,1012,,,,,,,,,,,,,
19810922,TD,12.8N,36.0W,30,1011,,,,,,,,,,,,,
19810922,TD,12.6N,37.2W,30,1010,,,,,,,,,,,,,
19810922,TD,12.5N,38.4W,30,1009,,,,,,,,,,,,,
19810923,TD,12.4N,39.6W,30,1007,,,,,,,,,,,,,
19810923,TS,12.5N,40.8W,35,1005,,,,,,,,,,,,,
19810923,TS,12.7N,42.2W,40,1003,,,,,,,,,,,,,
19810923,TS,13.0N,43.8W,45,1001,,,,,,,,,,,,,
19810924,TS,13.3N,45.3W,45,999,,,,,,,,,,,,,
19810924,TS,13.8N,46.7W,50,996,,,,,,,,,,,,,
19810924,TS,14.3N,47.8W,55,994,,,,,,,,,,,,,
19810924,TS,15.0N,48.9W,60,991,,,,,,,,,,,,,
19810925,HU,15.6N,50.1W,65,987,,,,,,,,,,,,,
19810925,HU,16.6N,51.2W,70,983,,,,,,,,,,,,,
19810925,HU,17.4N,52.0W,80,980,,,,,,,,,,,,,
19810925,HU,18.2N,52.8W,90,977,,,,,,,,,,,,,
19810926,HU,19.1N,53.5W,85,976,,,,,,,,,,,,,
19810926,HU,19.7N,54.3W,80,976,,,,,,,,,,,,,
19810926,HU,20.3N,55.1W,80,980,,,,,,,,,,,,,
19810926,HU,21.0N,55.7W,85,982,,,,,,,,,,,,,
19810927,HU,21.8N,56.4W,95,968,,,,,,,,,,,,,
19810927,HU,22.4N,56.8W,90,966,,,,,,,,,,,,,
19810927,HU,23.0N,57.2W,90,970,,,,,,,,,,,,,
19810927,HU,23.8N,57.2W,95,966,,,,,,,,,,,,,
19810928,HU,24.7N,56.9W,100,962,,,,,,,,,,,,,
19810928,HU,25.8N,56.8W,105,966,,,,,,,,,,,,,
19810928,HU,27.0N,56.7W,105,959,,,,,,,,,,,,,
19810928,HU,28.4N,56.2W,105,960,,,,,,,,,,,,,
19810929,HU,29.8N,55.3W,100,962,,,,,,,,,,,,,
19810929,HU,31.3N,54.0W,100,965,,,,,,,,,,,,,
19810929,HU,32.6N,52.6W,95,968,,,,,,,,,,,,,
19810929,HU,34.1N,50.4W,90,972,,,,,,,,,,,,,
19810930,HU,35.9N,47.5W,85,976,,,,,,,,,,,,,
19810930,HU,37.5N,45.1W,80,980,,,,,,,,,,,,,
19810930,HU,38.9N,42.4W,75,983,,,,,,,,,,,,,
19810930,HU,40.0N,39.5W,70,986,,,,,,,,,,,,,
19811001,HU,41.3N,36.1W,65,989,,,,,,,,,,,,,
19811001,TS,42.5N,33.7W,60,991,,,,,,,,,,,,,
19811001,TS,43.7N,32.0W,60,994,,,,,,,,,,,,,
19811001,TS,44.8N,30.3W,55,996,,,,,,,,,,,,,
19811002,TS,45.1N,28.5W,50,999,,,,,,,,,,,,,
19811002,EX,45.4N,25.0W,45,,,,,,,,,,,,,,
19811002,EX,45.2N,21.0W,45,,,,,,,,,,,,,,
19811002,EX,44.5N,17.0W,45,,,,,,,,,,,,,,
19811003,EX,43.6N,11.5W,45,,,,,,,,,,,,,,
19811003,EX,45.0N,4.0W,45,,,,,,,,,,,,,,
19810926,TD,8.0N,38.0W,20,,,,,,,,,,,,,,
19810926,TD,8.2N,39.0W,20,,,,,,,,,,,,,,
19810926,TD,8.7N,40.0W,25,,,,,,,,,,,,,,
19810926,TD,8.9N,41.0W,25,,,,,,,,,,,,,,
19810927,TD,9.0N,42.0W,30,,,,,,,,,,,,,,
19810927,TD,9.3N,43.0W,30,,,,,,,,,,,,,,
19810927,TD,9.6N,44.0W,30,,,,,,,,,,,,,,
19810927,TD,10.0N,45.0W,30,,,,,,,,,,,,,,
19810928,TD,10.2N,46.0W,30,,,,,,,,,,,,,,
19810928,TD,10.7N,47.0W,30,,,,,,,,,,,,,,
19810928,TD,11.0N,48.0W,30,,,,,,,,,,,,,,
19810928,TD,11.3N,49.0W,30,,,,,,,,,,,,,,
19810929,TD,11.8N,50.0W,30,,,,,,,,,,,,,,
19810929,TD,12.0N,51.0W,30,,,,,,,,,,,,,,
19810929,TD,12.4N,52.0W,30,,,,,,,,,,,,,,
19810929,TD,13.0N,53.2W,30,,,,,,,,,,,,,,
19810930,TD,13.8N,54.6W,30,,,,,,,,,,,,,,
19810930,TD,14.3N,55.8W,30,,,,,,,,,,,,,,
19810930,TD,15.0N,57.0W,30,,,,,,,,,,,,,,
19810930,TD,15.2N,58.2W,30,,,,,,,,,,,,,,
19811001,TD,15.9N,59.8W,30,,,,,,,,,,,,,,
19811001,TD,16.1N,61.0W,30,,,,,,,,,,,,,,
19811001,TD,16.5N,62.3W,30,,,,,,,,,,,,,,
19811001,TD,17.5N,63.2W,30,,,,,,,,,,,,,,
19811002,TD,18.9N,64.1W,30,,,,,,,,,,,,,,
19811002,TD,19.8N,65.0W,30,,,,,,,,,,,,,,
19811002,TD,21.0N,66.0W,30,,,,,,,,,,,,,,
19811002,TD,22.5N,65.3W,30,,,,,,,,,,,,,,
19811003,TD,24.0N,64.5W,30,,,,,,,,,,,,,,
19811003,TD,25.3N,63.8W,30,,,,,,,,,,,,,,
19811003,TD,27.0N,63.0W,30,,,,,,,,,,,,,,
19811003,TD,28.8N,61.3W,30,,,,,,,,,,,,,,
19811004,TD,30.3N,59.7W,25,,,,,,,,,,,,,,
19811004,TD,32.0N,57.7W,25,,,,,,,,,,,,,,
19811004,TD,33.7N,55.8W,20,,,,,,,,,,,,,,
19811004,TD,35.0N,53.6W,20,,,,,,,,,,,,,,
19811029,TD,25.0N,47.5W,25,1010,,,,,,,,,,,,,
19811029,TD,26.4N,47.1W,30,1008,,,,,,,,,,,,,
19811030,TS,27.7N,46.6W,35,1006,,,,,,,,,,,,,
19811030,TS,28.7N,45.9W,35,1004,,,,,,,,,,,,,
19811030,TS,29.6N,45.2W,35,1004,,,,,,,,,,,,,
19811030,TS,30.2N,44.5W,35,1002,,,,,,,,,,,,,
19811031,TS,30.7N,43.9W,35,1002,,,,,,,,,,,,,
19811031,TS,31.1N,43.1W,40,1000,,,,,,,,,,,,,
19811031,TS,31.5N,42.2W,45,998,,,,,,,,,,,,,
19811031,TS,31.9N,40.8W,45,998,,,,,,,,,,,,,
19811101,TS,32.5N,39.0W,40,998,,,,,,,,,,,,,
19811101,TS,33.7N,37.0W,40,998,,,,,,,,,,,,,
19811101,TS,35.3N,34.9W,35,998,,,,,,,,,,,,,
19811101,SD,37.8N,32.1W,30,998,,,,,,,,,,,,,
19811102,SD,41.5N,29.5W,25,,,,,,,,,,,,,,
19811103,TD,16.9N,81.2W,25,1005,,,,,,,,,,,,,
19811103,TD,17.2N,81.3W,25,1005,,,,,,,,,,,,,
19811103,TD,17.5N,81.4W,25,1004,,,,,,,,,,,,,
19811103,TD,17.8N,81.4W,30,1002,,,,,,,,,,,,,
19811104,TD,18.1N,81.4W,30,1001,,,,,,,,,,,,,
19811104,TS,18.3N,81.4W,35,1000,,,,,,,,,,,,,
19811104,TS,18.6N,81.3W,40,998,,,,,,,,,,,,,
19811104,TS,18.9N,81.2W,50,996,,,,,,,,,,,,,
19811105,TS,19.2N,81.1W,60,993,,,,,,,,,,,,,
19811105,HU,19.6N,80.8W,65,988,,,,,,,,,,,,,
19811105,HU,20.0N,80.5W,75,980,,,,,,,,,,,,,
19811105,HU,20.4N,80.1W,70,988,,,,,,,,,,,,,
19811106,HU,20.9N,79.5W,65,996,,,,,,,,,,,,,
19811106,TS,21.6N,78.3W,55,999,,,,,,,,,,,,,
19811106,TS,22.4N,77.0W,50,1001,,,,,,,,,,,,,
19811106,TS,23.2N,75.5W,45,1001,,,,,,,,,,,,,
19811107,TS,24.0N,73.3W,40,1001,,,,,,,,,,,,,
19811107,TS,25.0N,70.6W,40,1002,,,,,,,,,,,,,
19811107,TS,25.9N,67.5W,40,1002,,,,,,,,,,,,,
19811107,TS,26.8N,64.5W,40,1002,,,,,,,,,,,,,
19811112,SS,31.0N,74.0W,45,1004,,,,,,,,,,,,,
19811112,SS,31.4N,73.1W,45,1003,,,,,,,,,,,,,
19811113,SS,31.8N,72.3W,50,1001,,,,,,,,,,,,,
19811113,SS,32.2N,71.6W,55,999,,,,,,,,,,,,,
19811113,SS,32.7N,71.0W,55,997,,,,,,,,,,,,,
19811113,SS,33.2N,70.6W,55,995,,,,,,,,,,,,,
19811114,SS,33.7N,70.6W,60,993,,,,,,,,,,,,,
19811114,SS,34.3N,70.8W,60,991,,,,,,,,,,,,,
19811114,SS,34.8N,71.1W,60,989,,,,,,,,,,,,,
19811114,SS,35.3N,71.4W,60,986,,,,,,,,,,,,,
19811115,SS,35.8N,71.8W,60,984,,,,,,,,,,,,,
19811115,SS,36.5N,71.9W,60,981,,,,,,,,,,,,,
19811115,SS,37.2N,71.8W,60,979,,,,,,,,,,,,,
19811115,SS,37.9N,71.4W,60,978,,,,,,,,,,,,,
19811116,SS,38.6N,70.9W,60,978,,,,,,,,,,,,,
19811116,SS,39.3N,70.2W,55,979,,,,,,,,,,,,,
19811116,SS,40.0N,69.5W,55,981,,,,,,,,,,,,,
19811116,SS,40.7N,68.5W,55,983,,,,,,,,,,,,,
19811117,SS,41.4N,67.1W,50,985,,,,,,,,,,,,,
19811117,SS,42.9N,65.8W,45,990,,,,,,,,,,,,,
19820602,TD,21.7N,87.1W,20,1005,,,,,,,,,,,,,
19820602,TD,22.2N,86.5W,25,1004,,,,,,,,,,,,,
19820603,TD,22.6N,85.8W,30,1003,,,,,,,,,,,,,
19820603,TS,22.8N,85.0W,40,1001,,,,,,,,,,,,,
19820603,TS,23.2N,84.2W,50,995,,,,,,,,,,,,,
19820603,HU,24.0N,83.6W,75,985,,,,,,,,,,,,,
19820604,HU,24.8N,83.4W,65,992,,,,,,,,,,,,,
19820604,TS,24.9N,84.1W,55,998,,,,,,,,,,,,,
19820604,TS,24.9N,84.8W,45,1002,,,,,,,,,,,,,
19820604,TS,25.0N,84.2W,40,1005,,,,,,,,,,,,,
19820605,TD,25.1N,84.1W,30,1007,,,,,,,,,,,,,
19820605,TD,25.2N,84.0W,25,1008,,,,,,,,,,,,,
19820605,TD,25.3N,83.9W,25,1009,,,,,,,,,,,,,
19820605,TD,25.4N,83.6W,25,1010,,,,,,,,,,,,,
19820606,TD,25.5N,83.3W,25,1010,,,,,,,,,,,,,
19820606,TD,25.5N,83.0W,25,1010,,,,,,,,,,,,,
19820606,TD,25.5N,82.6W,20,1010,,,,,,,,,,,,,
19820618,SD,25.8N,86.4W,25,1004,,,,,,,,,,,,,
19820618,SD,27.1N,84.6W,30,1003,,,,,,,,,,,,,
19820618,SS,28.7N,82.8W,40,999,,,,,,,,,,,,,
19820618,SS,31.4N,80.3W,60,992,,,,,,,,,,,,,
19820619,SS,32.5N,79.2W,60,992,,,,,,,,,,,,,
19820619,SS,33.9N,77.8W,60,992,,,,,,,,,,,,,
19820619,SS,35.3N,76.0W,60,992,,,,,,,,,,,,,
19820619,SS,37.1N,73.0W,60,992,,,,,,,,,,,,,
19820620,SS,39.5N,70.0W,60,992,,,,,,,,,,,,,
19820620,SS,42.5N,65.5W,60,988,,,,,,,,,,,,,
19820620,SS,44.5N,60.0W,60,984,,,,,,,,,,,,,
19820620,EX,45.4N,56.0W,60,990,,,,,,,,,,,,,
19820828,TD,13.7N,22.2W,30,1008,,,,,,,,,,,,,
19820828,TS,13.9N,22.7W,35,1006,,,,,,,,,,,,,
19820829,TS,14.1N,23.6W,35,1005,,,,,,,,,,,,,
19820829,TS,14.5N,24.9W,40,1003,,,,,,,,,,,,,
19820829,TS,14.9N,26.3W,45,1002,,,,,,,,,,,,,
19820829,TS,15.3N,27.7W,45,1000,,,,,,,,,,,,,
19820830,TS,15.7N,29.1W,50,999,,,,,,,,,,,,,
19820830,TS,16.0N,30.6W,50,998,,,,,,,,,,,,,
19820830,TS,16.3N,32.1W,50,996,,,,,,,,,,,,,
19820830,TS,16.7N,33.6W,55,995,,,,,,,,,,,,,
19820831,TS,17.0N,35.0W,55,993,,,,,,,,,,,,,
19820831,TS,17.2N,36.4W,60,992,,,,,,,,,,,,,
19820831,TS,17.7N,37.8W,60,991,,,,,,,,,,,,,
19820831,TS,18.0N,39.0W,60,990,,,,,,,,,,,,,
19820901,TS,18.3N,40.0W,60,989,,,,,,,,,,,,,
19820901,TS,18.6N,40.9W,60,998,,,,,,,,,,,,,
19820901,TS,18.8N,41.7W,60,998,,,,,,,,,,,,,
19820901,TS,19.0N,42.4W,60,990,,,,,,,,,,,,,
19820902,TS,19.2N,43.2W,55,994,,,,,,,,,,,,,
19820902,TS,19.4N,44.1W,45,1000,,,,,,,,,,,,,
19820902,TS,19.7N,45.1W,35,1005,,,,,,,,,,,,,
19820902,TD,19.9N,46.2W,30,1008,,,,,,,,,,,,,
19820903,TD,20.1N,47.4W,30,1009,,,,,,,,,,,,,
19820903,TD,20.1N,48.6W,30,1009,,,,,,,,,,,,,
19820903,TD,20.0N,49.8W,30,1006,,,,,,,,,,,,,
19820903,TD,20.0N,51.0W,30,1006,,,,,,,,,,,,,
19820904,TD,19.9N,51.9W,30,1008,,,,,,,,,,,,,
19820904,TD,19.9N,52.9W,30,1009,,,,,,,,,,,,,
19820904,TD,19.8N,53.8W,30,1009,,,,,,,,,,,,,
19820904,TD,19.7N,54.9W,30,1009,,,,,,,,,,,,,
19820905,TD,19.6N,55.9W,30,1009,,,,,,,,,,,,,
19820905,TD,19.4N,57.0W,25,1009,,,,,,,,,,,,,
19820905,TD,19.4N,58.3W,25,1010,,,,,,,,,,,,,
19820905,TD,19.5N,59.7W,30,1010,,,,,,,,,,,,,
19820906,TD,19.7N,61.0W,30,1010,,,,,,,,,,,,,
19820906,TD,19.8N,62.3W,30,1010,,,,,,,,,,,,,
19820906,TD,20.0N,63.6W,25,1010,,,,,,,,,,,,,
19820906,TD,16.8N,53.0W,20,,,,,,,,,,,,,,
19820906,TD,16.9N,54.1W,25,,,,,,,,,,,,,,
19820906,TD,17.0N,55.1W,25,,,,,,,,,,,,,,
19820906,TD,17.7N,56.2W,30,,,,,,,,,,,,,,
19820907,TD,18.0N,57.2W,30,,,,,,,,,,,,,,
19820907,TD,18.6N,58.2W,30,,,,,,,,,,,,,,
19820907,TD,19.0N,59.0W,30,,,,,,,,,,,,,,
19820907,TD,19.5N,60.2W,30,,,,,,,,,,,,,,
19820908,TD,20.0N,61.2W,30,,,,,,,,,,,,,,
19820908,TD,20.4N,62.2W,30,,,,,,,,,,,,,,
19820908,TD,21.0N,63.0W,30,,,,,,,,,,,,,,
19820908,TD,21.8N,64.0W,30,,,,,,,,,,,,,,
19820909,TD,22.4N,64.9W,25,,,,,,,,,,,,,,
19820909,TD,23.2N,65.5W,25,,,,,,,,,,,,,,
19820909,TD,24.0N,66.0W,20,,,,,,,,,,,,,,
19820909,SD,26.2N,91.0W,25,1010,,,,,,,,,,,,,
19820909,SD,26.3N,91.7W,25,1010,,,,,,,,,,,,,
19820909,SD,26.4N,92.3W,25,1009,,,,,,,,,,,,,
19820909,SD,26.6N,93.0W,30,1009,,,,,,,,,,,,,
19820910,TD,26.8N,93.1W,30,1008,,,,,,,,,,,,,
19820910,TD,26.9N,94.0W,30,1007,,,,,,,,,,,,,
19820910,TS,27.3N,94.2W,35,1005,,,,,,,,,,,,,
19820910,TS,27.9N,94.1W,45,1001,,,,,,,,,,,,,
19820911,TS,28.4N,94.1W,50,1000,,,,,,,,,,,,,
19820911,TS,29.0N,94.0W,50,997,,,,,,,,,,,,,
19820911,TS,29.8N,93.8W,55,994,,,,,,,,,,,,,
19820911,TS,30.8N,93.4W,40,999,,,,,,,,,,,,,
19820912,TD,31.8N,93.2W,30,1004,,,,,,,,,,,,,
19820912,TD,32.8N,92.8W,30,1006,,,,,,,,,,,,,
19820912,TD,33.8N,92.4W,30,1008,,,,,,,,,,,,,
19820912,TD,34.8N,91.8W,25,1010,,,,,,,,,,,,,
19820913,TD,19.8N,69.5W,30,1010,,,,,,,,,,,,,
19820913,TD,20.8N,70.2W,30,1009,,,,,,,,,,,,,
19820914,TD,21.5N,71.0W,30,1009,,,,,,,,,,,,,
19820914,TD,22.4N,71.8W,30,1008,,,,,,,,,,,,,
19820914,TS,23.5N,71.9W,35,1006,,,,,,,,,,,,,
19820914,TS,24.6N,71.8W,55,1000,,,,,,,,,,,,,
19820915,HU,25.6N,71.0W,65,993,,,,,,,,,,,,,
19820915,HU,26.7N,70.3W,65,990,,,,,,,,,,,,,
19820915,HU,27.8N,69.6W,75,980,,,,,,,,,,,,,
19820915,HU,29.0N,68.5W,90,969,,,,,,,,,,,,,
19820916,HU,30.5N,67.5W,95,966,,,,,,,,,,,,,
19820916,HU,32.1N,66.7W,95,966,,,,,,,,,,,,,
19820916,HU,33.6N,65.8W,95,966,,,,,,,,,,,,,
19820916,HU,35.1N,65.6W,95,966,,,,,,,,,,,,,
19820917,HU,36.4N,65.6W,95,966,,,,,,,,,,,,,
19820917,HU,36.8N,65.6W,95,966,,,,,,,,,,,,,
19820917,HU,37.1N,65.0W,95,966,,,,,,,,,,,,,
19820917,HU,37.6N,63.5W,100,960,,,,,,,,,,,,,
19820918,HU,38.8N,62.3W,115,950,,,,,,,,,,,,,
19820918,HU,40.1N,60.7W,110,952,,,,,,,,,,,,,
19820918,HU,41.6N,58.5W,110,954,,,,,,,,,,,,,
19820918,HU,43.5N,56.1W,100,960,,,,,,,,,,,,,
19820919,HU,45.3N,53.5W,90,970,,,,,,,,,,,,,
19820919,HU,47.0N,50.5W,75,979,,,,,,,,,,,,,
19820919,HU,48.5N,47.1W,70,987,,,,,,,,,,,,,
19820919,HU,50.0N,43.5W,70,987,,,,,,,,,,,,,
19820920,HU,50.8N,39.0W,70,987,,,,,,,,,,,,,
19820920,TS,51.5N,33.5W,60,993,,,,,,,,,,,,,
19820920,TS,51.8N,26.6W,50,996,,,,,,,,,,,,,
19820920,EX,51.5N,19.0W,50,996,,,,,,,,,,,,,
19820924,TD,25.3N,71.5W,20,,,,,,,,,,,,,,
19820924,TD,26.0N,72.5W,25,,,,,,,,,,,,,,
19820924,TD,27.1N,73.0W,25,,,,,,,,,,,,,,
19820924,TD,28.1N,72.1W,30,,,,,,,,,,,,,,
19820925,TD,29.0N,71.5W,30,,,,,,,,,,,,,,
19820925,TD,30.0N,70.6W,30,,,,,,,,,,,,,,
19820925,TD,31.0N,69.6W,30,,,,,,,,,,,,,,
19820925,TD,32.3N,68.5W,30,,,,,,,,,,,,,,
19820926,TD,33.5N,67.5W,30,,,,,,,,,,,,,,
19820926,TD,34.8N,66.2W,30,,,,,,,,,,,,,,
19820926,TD,36.0N,65.0W,30,,,,,,,,,,,,,,
19820926,TD,37.0N,64.0W,30,,,,,,,,,,,,,,
19820927,TD,38.0N,63.0W,25,,,,,,,,,,,,,,
19820927,TD,39.2N,61.5W,25,,,,,,,,,,,,,,
19820927,TD,40.1N,60.1W,20,,,,,,,,,,,,,,
19820930,TD,24.8N,65.4W,30,1006,,,,,,,,,,,,,
19820930,TD,25.3N,66.8W,30,1005,,,,,,,,,,,,,
19821001,TD,25.9N,67.4W,30,1005,,,,,,,,,,,,,
19821001,TS,26.5N,67.8W,35,1004,,,,,,,,,,,,,
19821001,TS,27.3N,67.7W,40,1003,,,,,,,,,,,,,
19821001,TS,27.9N,67.1W,50,1000,,,,,,,,,,,,,
19821002,TS,28.5N,66.2W,60,997,,,,,,,,,,,,,
19821002,TS,29.1N,65.1W,55,997,,,,,,,,,,,,,
19821002,TS,29.8N,63.0W,50,998,,,,,,,,,,,,,
19821002,TS,30.5N,60.5W,45,1001,,,,,,,,,,,,,
19821003,EX,32.0N,58.0W,40,1003,,,,,,,,,,,,,
19830723,TD,10.0N,38.0W,20,,,,,,,,,,,,,,
19830723,TD,10.2N,39.4W,25,,,,,,,,,,,,,,
19830724,TD,10.7N,40.8W,25,,,,,,,,,,,,,,
19830724,TD,10.9N,42.1W,30,,,,,,,,,,,,,,
19830724,TD,11.0N,43.4W,30,,,,,,,,,,,,,,
19830724,TD,11.2N,44.9W,30,,,,,,,,,,,,,,
19830725,TD,11.6N,46.2W,30,,,,,,,,,,,,,,
19830725,TD,11.8N,47.8W,30,,,,,,,,,,,,,,
19830725,TD,12.0N,49.0W,30,,,,,,,,,,,,,,
19830725,TD,12.1N,50.5W,30,,,,,,,,,,,,,,
19830726,TD,12.2N,52.0W,30,,,,,,,,,,,,,,
19830726,TD,12.4N,53.1W,30,,,,,,,,,,,,,,
19830726,TD,12.6N,54.5W,30,,,,,,,,,,,,,,
19830726,TD,13.0N,56.0W,30,,,,,,,,,,,,,,
19830727,TD,13.1N,57.2W,30,,,,,,,,,,,,,,
