date,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,,,,,,,,,,,,,
18550915,HU,27.1N,89.1W,80,,,,,,,,,,,,,,
18550915,HU,27.5N,89.3W,90,,,,,,,,,,,,,,
18550915,HU,28.1N,89.4W,100,,,,,,,,,,,,,,
18550916,HU,28.8N,89.5W,110,,,,,,,,,,,,,,
18550916,HU,29.2N,89.5W,110,,,,,,,,,,,,,,
18550916,HU,29.6N,89.5W,110,,,,,,,,,,,,,,
18550916,HU,30.2N,89.4W,100,,,,,,,,,,,,,,
18550916,HU,31.0N,89.1W,70,,,,,,,,,,,,,,
18550917,TS,32.0N,88.8W,50,,,,,,,,,,,,,,
18550917,TS,33.0N,88.3W,40,,,,,,,,,,,,,,
18560809,HU,25.0N,83.9W,70,,,,,,,,,,,,,,
18560809,HU,25.7N,85.1W,80,,,,,,,,,,,,,,
18560809,HU,26.3N,86.5W,90,,,,,,,,,,,,,,
18560809,HU,27.0N,87.8W,100,,,,,,,,,,,,,,
18560810,HU,27.7N,89.1W,110,,,,,,,,,,,,,,
18560810,HU,28.2N,89.8W,120,,,,,,,,,,,,,,
18560810,HU,28.7N,90.5W,130,,,,,,,,,,,,,,
18560810,HU,29.2N,91.1W,130,934,,,,,,,,,,,,,
18560811,HU,29.7N,91.6W,110,,,,,,,,,,,,,,
18560811,HU,30.0N,91.8W,80,,,,,,,,,,,,,,
18560811,TS,30.3N,91.9W,60,,,,,,,,,,,,,,
18560811,TS,30.6N,91.8W,50,,,,,,,,,,,,,,
18560812,TS,30.9N,91.6W,40,,,,,,,,,,,,,,
18560812,TS,31.3N,91.0W,40,,,,,,,,,,,,,,
18560813,HU,12.1N,56.1W,70,,,,,,,,,,,,,,
18560813,HU,12.1N,57.3W,70,,,,,,,,,,,,,,
18560813,HU,12.1N,58.5W,70,,,,,,,,,,,,,,
18560813,HU,12.1N,60.1W,70,,,,,,,,,,,,,,
18560814,HU,12.1N,61.8W,70,,,,,,,,,,,,,,
18560814,HU,12.1N,63.2W,70,,,,,,,,,,,,,,
18560814,HU,12.1N,64.5W,70,,,,,,,,,,,,,,
18560814,HU,12.1N,65.6W,70,,,,,,,,,,,,,,
18560819,TS,32.5N,75.5W,50,,,,,,,,,,,,,,
18560819,TS,33.8N,76.0W,50,,,,,,,,,,,,,,
18560819,TS,34.8N,76.4W,50,,,,,,,,,,,,,,
18560819,TS,35.0N,76.5W,50,,,,,,,,,,,,,,
18560819,TS,36.0N,76.3W,50,,,,,,,,,,,,,,
18560820,TS,37.0N,76.0W,50,,,,,,,,,,,,,,
18560820,TS,38.0N,75.3W,50,,,,,,,,,,,,,,
18560820,TS,39.0N,74.3W,50,,,,,,,,,,,,,,
18560820,TS,39.8N,73.0W,50,,,,,,,,,,,,,,
18560821,TS,40.4N,71.5W,50,,,,,,,,,,,,,,
18560821,TS,40.8N,69.5W,50,,,,,,,,,,,,,,
18560821,TS,41.0N,67.0W,50,,,,,,,,,,,,,,
18560821,TS,23.0N,82.5W,50,,,,,,,,,,,,,,
18560825,HU,21.0N,69.8W,70,,,,,,,,,,,,,,
18560825,HU,21.0N,70.8W,70,,,,,,,,,,,,,,
18560825,HU,21.1N,71.9W,70,,,,,,,,,,,,,,
18560825,HU,21.2N,72.8W,70,,,,,,,,,,,,,,
18560826,HU,21.6N,73.9W,70,,,,,,,,,,,,,,
18560826,HU,21.7N,74.8W,70,,,,,,,,,,,,,,
18560826,HU,22.0N,75.9W,80,,,,,,,,,,,,,,
18560826,HU,22.2N,76.6W,80,,,,,,,,,,,,,,
18560827,HU,22.4N,77.6W,80,,,,,,,,,,,,,,
18560827,HU,22.6N,78.6W,80,,,,,,,,,,,,,,
18560827,HU,22.7N,79.5W,90,,,,,,,,,,,,,,
18560827,HU,22.7N,80.6W,80,,,,,,,,,,,,,,
18560828,HU,22.9N,81.6W,80,,,,,,,,,,,,,,
18560828,HU,23.0N,82.9W,90,969,,,,,,,,,,,,,
18560828,HU,23.2N,84.0W,90,,,,,,,,,,,,,,
18560828,HU,23.6N,84.6W,90,,,,,,,,,,,,,,
18560829,HU,23.9N,85.1W,90,,,,,,,,,,,,,,
18560829,HU,24.2N,85.6W,90,,,,,,,,,,,,,,
18560829,HU,24.7N,86.4W,90,,,,,,,,,,,,,,
18560829,HU,24.9N,86.8W,90,,,,,,,,,,,,,,
18560830,HU,25.2N,87.1W,100,,,,,,,,,,,,,,
18560830,HU,25.6N,87.3W,100,,,,,,,,,,,,,,
18560830,HU,26.2N,87.4W,100,,,,,,,,,,,,,,
18560830,HU,27.5N,87.3W,100,,,,,,,,,,,,,,
18560831,HU,28.9N,86.6W,90,,,,,,,,,,,,,,
18560831,HU,30.2N,85.9W,90,,,,,,,,,,,,,,
18560831,HU,31.1N,84.8W,70,,,,,,,,,,,,,,
18560831,TS,32.2N,83.3W,60,,,,,,,,,,,,,,
18560901,TS,33.0N,81.6W,50,,,,,,,,,,,,,,
18560901,TS,34.0N,79.6W,50,,,,,,,,,,,,,,
18560901,TS,34.7N,77.9W,50,,,,,,,,,,,,,,
18560901,TS,35.5N,75.3W,50,,,,,,,,,,,,,,
18560902,TS,36.3N,72.8W,50,,,,,,,,,,,,,,
18560902,TS,36.8N,70.0W,50,,,,,,,,,,,,,,
18560902,TS,37.2N,67.3W,50,,,,,,,,,,,,,,
18560902,TS,37.7N,64.6W,50,,,,,,,,,,,,,,
18560903,TS,38.2N,61.8W,50,,,,,,,,,,,,,,
18560903,TS,38.8N,58.6W,50,,,,,,,,,,,,,,
18560903,TS,39.0N,56.0W,50,,,,,,,,,,,,,,
18560903,TS,39.5N,52.3W,50,,,,,,,,,,,,,,
18560918,TS,32.0N,48.8W,50,,,,,,,,,,,,,,
18560918,TS,32.5N,48.9W,50,,,,,,,,,,,,,,
18560918,TS,32.9N,49.0W,50,,,,,,,,,,,,,,
18560918,TS,33.5N,49.3W,50,,,,,,,,,,,,,,
18560919,TS,34.5N,49.8W,60,,,,,,,,,,,,,,
18560919,TS,35.2N,50.5W,60,,,,,,,,,,,,,,
18560919,HU,35.6N,51.0W,70,,,,,,,,,,,,,,
18560919,HU,35.8N,51.4W,70,,,,,,,,,,,,,,
18560920,HU,36.0N,51.7W,70,,,,,,,,,,,,,,
18560920,HU,36.1N,52.0W,70,,,,,,,,,,,,,,
18560920,HU,36.2N,52.3W,70,,,,,,,,,,,,,,
18560920,HU,36.3N,52.4W,70,,,,,,,,,,,,,,
18560921,TS,36.4N,52.5W,60,,,,,,,,,,,,,,
18560921,TS,36.5N,52.6W,60,,,,,,,,,,,,,,
18560921,TS,36.5N,52.7W,60,,,,,,,,,,,,,,
18560921,TS,36.5N,52.8W,60,,,,,,,,,,,,,,
18560922,TS,36.5N,52.9W,60,,,,,,,,,,,,,,
18560922,TS,36.5N,53.0W,60,,,,,,,,,,,,,,
18560922,TS,36.5N,53.0W,60,,,,,,,,,,,,,,
18560922,TS,36.5N,53.0W,60,,,,,,,,,,,,,,
18570630,TS,34.0N,74.5W,50,,,,,,,,,,,,,,
18570630,TS,34.5N,73.8W,50,,,,,,,,,,,,,,
18570630,TS,35.0N,72.6W,50,,,,,,,,,,,,,,
18570630,TS,35.2N,71.4W,50,,,,,,,,,,,,,,
18570701,TS,35.4N,70.1W,50,,,,,,,,,,,,,,
18570701,TS,35.5N,68.9W,50,,,,,,,,,,,,,,
18570701,TS,35.8N,67.6W,50,,,,,,,,,,,,,,
18570701,TS,36.0N,66.0W,50,,,,,,,,,,,,,,
18570906,TS,26.5N,73.0W,40,,,,,,,,,,,,,,
18570907,TS,26.7N,72.8W,40,,,,,,,,,,,,,,
18570907,TS,26.9N,72.6W,40,,,,,,,,,,,,,,
18570907,TS,27.2N,72.4W,50,,,,,,,,,,,,,,
18570907,TS,27.5N,72.3W,50,,,,,,,,,,,,,,
18570908,TS,27.7N,72.5W,50,,,,,,,,,,,,,,
18570908,TS,27.9N,72.7W,50,,,,,,,,,,,,,,
18570908,TS,28.1N,72.9W,60,,,,,,,,,,,,,,
18570908,TS,28.3N,73.0W,60,,,,,,,,,,,,,,
18570909,TS,28.7N,73.6W,60,,,,,,,,,,,,,,
18570909,HU,29.1N,74.2W,70,,,,,,,,,,,,,,
18570909,HU,29.5N,74.7W,70,,,,,,,,,,,,,,
18570909,HU,29.9N,75.3W,70,,,,,,,,,,,,,,
18570910,HU,30.2N,75.8W,70,,,,,,,,,,,,,,
18570910,HU,30.5N,76.2W,70,,,,,,,,,,,,,,
18570910,HU,30.7N,76.7W,80,,,,,,,,,,,,,,
18570910,HU,31.0N,77.1W,80,,,,,,,,,,,,,,
18570911,HU,31.2N,77.4W,90,,,,,,,,,,,,,,
18570911,HU,31.5N,77.7W,90,,,,,,,,,,,,,,
18570911,HU,31.7N,78.0W,90,,,,,,,,,,,,,,
18570911,HU,32.1N,78.2W,90,,,,,,,,,,,,,,
18570912,HU,32.3N,78.2W,90,,,,,,,,,,,,,,
18570912,HU,32.5N,78.3W,90,,,,,,,,,,,,,,
18570912,HU,32.8N,78.3W,90,,,,,,,,,,,,,,
18570912,HU,33.3N,78.3W,90,961,,,,,,,,,,,,,
18570913,HU,33.9N,78.0W,90,,,,,,,,,,,,,,
18570913,HU,34.5N,77.5W,80,,,,,,,,,,,,,,
18570913,HU,34.9N,77.1W,70,,,,,,,,,,,,,,
18570913,TS,35.5N,76.5W,60,,,,,,,,,,,,,,
18570914,TS,36.0N,76.2W,50,,,,,,,,,,,,,,
18570914,TS,36.3N,75.8W,50,,,,,,,,,,,,,,
18570914,TS,36.5N,74.9W,50,,,,,,,,,,,,,,
18570914,TS,36.8N,73.5W,60,,,,,,,,,,,,,,
18570915,TS,37.6N,71.8W,60,,,,,,,,,,,,,,
18570915,HU,38.5N,69.8W,70,,,,,,,,,,,,,,
18570915,HU,39.4N,67.6W,80,,,,,,,,,,,,,,
18570915,HU,40.3N,65.2W,80,,,,,,,,,,,,,,
18570916,HU,41.2N,61.7W,80,,,,,,,,,,,,,,
18570916,HU,42.1N,58.9W,80,,,,,,,,,,,,,,
18570916,HU,43.0N,56.0W,80,,,,,,,,,,,,,,
18570916,HU,44.0N,53.0W,80,,,,,,,,,,,,,,
18570917,HU,45.0N,50.0W,80,,,,,,,,,,,,,,
18570917,HU,46.0N,46.0W,70,,,,,,,,,,,,,,
18570917,TS,47.0N,42.0W,60,,,,,,,,,,,,,,
18570917,EX,48.0N,38.0W,50,,,,,,,,,,,,,,
18570918,EX,49.0N,34.0W,40,,,,,,,,,,,,,,
18570918,EX,50.0N,30.0W,40,,,,,,,,,,,,,,
18570922,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570922,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570922,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570922,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570923,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570923,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570923,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570923,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570924,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570924,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570924,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570924,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570925,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570925,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570925,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570925,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570926,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570926,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570926,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570926,HU,32.5N,73.5W,70,,,,,,,,,,,,,,
18570924,TS,16.0N,54.7W,50,,,,,,,,,,,,,,
18570924,TS,16.0N,56.2W,50,,,,,,,,,,,,,,
18570924,TS,16.0N,57.7W,50,,,,,,,,,,,,,,
18570924,TS,16.0N,59.2W,50,,,,,,,,,,,,,,
18570925,TS,16.0N,61.1W,60,,,,,,,,,,,,,,
18570925,TS,16.0N,63.0W,60,,,,,,,,,,,,,,
18570925,TS,16.0N,64.6W,60,,,,,,,,,,,,,,
18570925,TS,16.0N,66.8W,60,,,,,,,,,,,,,,
18570926,HU,16.0N,68.5W,70,,,,,,,,,,,,,,
18570926,HU,16.0N,70.3W,70,,,,,,,,,,,,,,
18570926,HU,16.1N,72.1W,70,,,,,,,,,,,,,,
18570926,HU,16.2N,73.9W,70,,,,,,,,,,,,,,
18570927,HU,16.6N,75.8W,80,,,,,,,,,,,,,,
18570927,HU,17.0N,78.0W,80,,,,,,,,,,,,,,
18570927,HU,17.7N,80.1W,80,,,,,,,,,,,,,,
18570927,HU,18.2N,81.4W,80,,,,,,,,,,,,,,
18570928,HU,19.0N,82.9W,90,,,,,,,,,,,,,,
18570928,HU,19.7N,84.1W,90,,,,,,,,,,,,,,
18570928,HU,20.2N,85.3W,90,,,,,,,,,,,,,,
18570928,HU,21.0N,86.5W,90,,,,,,,,,,,,,,
18570929,HU,21.7N,87.9W,70,,,,,,,,,,,,,,
18570929,TS,22.2N,89.4W,60,,,,,,,,,,,,,,
18570929,TS,23.0N,91.0W,60,,,,,,,,,,,,,,
18570929,TS,23.7N,92.6W,60,,,,,,,,,,,,,,
18570930,TS,24.4N,94.1W,50,,,,,,,,,,,,,,
18570930,TS,25.2N,95.8W,50,,,,,,,,,,,,,,
18570930,TS,25.8N,97.0W,50,,,,,,,,,,,,,,
18570930,TS,26.0N,97.5W,50,,,,,,,,,,,,,,
18570930,TS,27.0N,99.1W,40,,,,,,,,,,,,,,
18580612,HU,19.0N,85.5W,70,,,,,,,,,,,,,,
18580805,HU,45.0N,40.0W,70,,,,,,,,,,,,,,
18580914,TS,25.2N,84.6W,60,,,,,,,,,,,,,,
18580914,TS,26.0N,83.9W,60,,,,,,,,,,,,,,
18580914,TS,26.9N,83.1W,60,,,,,,,,,,,,,,
18580914,TS,27.6N,82.7W,60,,,,,,,,,,,,,,
18580914,TS,27.9N,82.0W,50,,,,,,,,,,,,,,
18580915,TS,28.9N,80.8W,50,,,,,,,,,,,,,,
18580915,TS,30.0N,79.6W,60,,,,,,,,,,,,,,
18580915,HU,31.2N,78.5W,80,,,,,,,,,,,,,,
18580915,HU,32.4N,77.3W,90,,,,,,,,,,,,,,
18580916,HU,34.0N,75.8W,90,,,,,,,,,,,,,,
18580916,HU,36.0N,74.6W,90,,,,,,,,,,,,,,
18580916,HU,38.5N,73.3W,80,,,,,,,,,,,,,,
18580916,HU,40.9N,72.2W,80,,,,,,,,,,,,,,
18580916,HU,41.4N,72.0W,70,979,,,,,,,,,,,,,
18580917,TS,45.5N,70.0W,50,,,,,,,,,,,,,,
18580917,TS,50.0N,67.0W,40,,,,,,,,,,,,,,
18580917,HU,18.4N,41.4W,80,,,,,,,,,,,,,,
18580917,HU,19.2N,42.2W,80,,,,,,,,,,,,,,
18580917,HU,20.0N,43.0W,80,,,,,,,,,,,,,,
18580917,HU,20.7N,43.9W,80,,,,,,,,,,,,,,
18580918,HU,21.7N,45.0W,80,,,,,,,,,,,,,,
18580918,HU,22.7N,46.0W,80,,,,,,,,,,,,,,
18580918,HU,23.5N,47.0W,80,,,,,,,,,,,,,,
18580918,HU,24.2N,48.2W,80,,,,,,,,,,,,,,
18580919,HU,25.2N,49.4W,80,,,,,,,,,,,,,,
18580919,HU,26.1N,50.7W,80,,,,,,,,,,,,,,
18580919,HU,27.0N,52.0W,80,,,,,,,,,,,,,,
18580919,HU,28.0N,53.5W,80,,,,,,,,,,,,,,
18580920,HU,29.2N,55.2W,80,,,,,,,,,,,,,,
18580920,HU,30.6N,57.1W,80,,,,,,,,,,,,,,
18580920,HU,32.0N,59.0W,80,,,,,,,,,,,,,,
18580920,HU,33.3N,60.6W,80,,,,,,,,,,,,,,
18580921,HU,34.5N,61.9W,80,,,,,,,,,,,,,,
18580921,HU,35.8N,63.0W,80,,,,,,,,,,,,,,
18580921,HU,37.0N,63.6W,80,,,,,,,,,,,,,,
18580921,HU,38.0N,63.8W,80,,,,,,,,,,,,,,
18580922,HU,39.0N,63.6W,80,,,,,,,,,,,,,,
18580922,HU,40.0N,63.2W,80,,,,,,,,,,,,,,
18580922,HU,41.0N,62.4W,80,,,,,,,,,,,,,,
18580922,HU,42.0N,61.3W,80,,,,,,,,,,,,,,
18580923,HU,42.9N,59.5W,80,,,,,,,,,,,,,,
18580923,HU,43.5N,57.6W,80,,,,,,,,,,,,,,
18580923,HU,44.0N,56.1W,70,,,,,,,,,,,,,,
18580923,HU,44.7N,54.1W,70,,,,,,,,,,,,,,
18580924,TS,45.2N,51.8W,60,,,,,,,,,,,,,,
18580924,TS,45.7N,50.0W,60,,,,,,,,,,,,,,
18580924,TS,46.0N,48.0W,50,,,,,,,,,,,,,,
18580924,TS,46.5N,45.2W,50,,,,,,,,,,,,,,
18580922,TS,21.9N,74.0W,50,,,,,,,,,,,,,,
18580922,TS,23.2N,74.0W,50,,,,,,,,,,,,,,
18580923,TS,24.6N,74.0W,60,,,,,,,,,,,,,,
18580923,TS,26.1N,74.0W,60,,,,,,,,,,,,,,
18580923,HU,27.9N,74.0W,70,,,,,,,,,,,,,,
18580923,HU,29.3N,74.1W,70,,,,,,,,,,,,,,
18580924,HU,30.7N,74.1W,70,,,,,,,,,,,,,,
18580924,HU,32.2N,74.0W,70,,,,,,,,,,,,,,
18580924,HU,33.3N,73.8W,80,,,,,,,,,,,,,,
18580924,HU,33.9N,73.7W,80,,,,,,,,,,,,,,
18580925,HU,34.5N,73.6W,80,,,,,,,,,,,,,,
18580925,HU,35.2N,73.4W,80,,,,,,,,,,,,,,
18580925,HU,35.9N,73.1W,80,,,,,,,,,,,,,,
18580925,HU,36.5N,72.6W,80,,,,,,,,,,,,,,
18581021,TS,21.5N,73.6W,50,,,,,,,,,,,,,,
18581021,TS,21.7N,73.3W,50,,,,,,,,,,,,,,
18581021,TS,22.1N,72.9W,60,,,,,,,,,,,,,,
18581021,TS,22.5N,72.5W,60,,,,,,,,,,,,,,
18581022,TS,23.1N,72.1W,60,,,,,,,,,,,,,,
18581022,TS,23.7N,71.6W,60,,,,,,,,,,,,,,
18581022,HU,24.2N,71.1W,70,,,,,,,,,,,,,,
18581022,HU,25.2N,70.6W,70,,,,,,,,,,,,,,
18581023,HU,26.1N,70.0W,70,,,,,,,,,,,,,,
18581023,HU,27.0N,69.3W,70,,,,,,,,,,,,,,
18581023,HU,28.2N,68.5W,80,,,,,,,,,,,,,,
18581023,HU,29.5N,67.4W,80,,,,,,,,,,,,,,
18581024,HU,31.0N,66.3W,90,,,,,,,,,,,,,,
18581024,HU,32.5N,65.0W,90,,,,,,,,,,,,,,
18581024,HU,34.0N,63.7W,90,,,,,,,,,,,,,,
18581024,HU,35.5N,62.7W,90,,,,,,,,,,,,,,
18581025,HU,37.0N,61.7W,80,,,,,,,,,,,,,,
18581025,HU,38.5N,60.7W,80,,,,,,,,,,,,,,
18581025,HU,40.0N,59.7W,70,,,,,,,,,,,,,,
18581025,HU,41.2N,58.5W,70,,,,,,,,,,,,,,
18581026,TS,42.2N,57.3W,60,,,,,,,,,,,,,,
18581026,TS,43.2N,56.0W,60,,,,,,,,,,,,,,
18590701,HU,21.5N,97.5W,90,,,,,,,,,,,,,,
18590817,HU,38.5N,67.0W,90,,,,,,,,,,,,,,
18590817,HU,39.5N,66.0W,90,,,,,,,,,,,,,,
18590817,HU,40.2N,65.0W,90,,,,,,,,,,,,,,
18590817,HU,40.7N,64.0W,90,,,,,,,,,,,,,,
18590818,HU,41.0N,62.9W,90,,,,,,,,,,,,,,
18590818,HU,41.4N,61.6W,90,,,,,,,,,,,,,,
18590818,HU,41.7N,60.2W,90,,,,,,,,,,,,,,
18590818,HU,41.8N,59.0W,90,,,,,,,,,,,,,,
18590819,HU,41.9N,58.0W,90,,,,,,,,,,,,,,
18590819,HU,42.0N,57.3W,90,,,,,,,,,,,,,,
18590819,HU,42.0N,56.8W,90,,,,,,,,,,,,,,
18590819,HU,42.0N,56.5W,90,,,,,,,,,,,,,,
18590902,HU,17.3N,59.7W,70,,,,,,,,,,,,,,
18590902,HU,17.4N,60.7W,70,,,,,,,,,,,,,,
18590902,HU,17.5N,61.8W,70,,,,,,,,,,,,,,
18590902,HU,17.5N,63.0W,70,,,,,,,,,,,,,,
18590903,HU,17.4N,64.1W,70,,,,,,,,,,,,,,
18590903,HU,17.3N,65.4W,70,,,,,,,,,,,,,,
18590912,HU,35.5N,57.5W,90,,,,,,,,,,,,,,
18590912,HU,37.0N,54.5W,90,,,,,,,,,,,,,,
18590912,HU,39.0N,52.0W,90,,,,,,,,,,,,,,
18590913,HU,41.5N,50.0W,80,,,,,,,,,,,,,,
18590913,HU,43.0N,48.5W,80,,,,,,,,,,,,,,
18590913,HU,45.5N,46.5W,70,,,,,,,,,,,,,,
18590913,HU,49.0N,43.5W,70,,,,,,,,,,,,,,
18590915,HU,28.0N,89.0W,70,,,,,,,,,,,,,,
18590915,HU,28.5N,89.0W,70,,,,,,,,,,,,,,
18590915,HU,29.0N,88.9W,70,,,,,,,,,,,,,,
18590915,HU,29.6N,88.6W,70,,,,,,,,,,,,,,
18590916,HU,30.3N,88.1W,70,,,,,,,,,,,,,,
18590916,TS,31.1N,87.5W,50,,,,,,,,,,,,,,
18590916,TS,32.0N,86.8W,40,,,,,,,,,,,,,,
18590916,TS,33.1N,84.8W,40,,,,,,,,,,,,,,
18590917,TS,34.3N,82.5W,40,,,,,,,,,,,,,,
18590917,TS,35.6N,80.0W,40,,,,,,,,,,,,,,
18590917,TS,37.0N,77.5W,50,,,,,,,,,,,,,,
18590917,TS,38.5N,74.5W,60,,,,,,,,,,,,,,
18590918,HU,40.0N,71.0W,70,,,,,,,,,,,,,,
18590918,HU,41.2N,66.5W,70,,,,,,,,,,,,,,
18590918,HU,42.0N,61.0W,70,,,,,,,,,,,,,,
18590918,HU,42.5N,55.0W,70,,,,,,,,,,,,,,
18591002,HU,17.5N,75.4W,80,,,,,,,,,,,,,,
18591002,HU,18.2N,75.1W,80,,,,,,,,,,,,,,
18591002,HU,19.1N,75.0W,80,,,,,,,,,,,,,,
18591002,HU,20.1N,74.8W,80,,,,,,,,,,,,,,
18591003,HU,21.2N,74.4W,80,,,,,,,,,,,,,,
18591003,HU,22.2N,74.1W,80,,,,,,,,,,,,,,
18591003,HU,23.2N,73.8W,90,,,,,,,,,,,,,,
18591003,HU,24.5N,73.4W,90,,,,,,,,,,,,,,
18591004,HU,26.0N,72.9W,100,,,,,,,,,,,,,,
18591004,HU,27.5N,72.4W,100,,,,,,,,,,,,,,
18591004,HU,28.8N,72.0W,110,,,,,,,,,,,,,,
18591004,HU,30.4N,71.5W,110,,,,,,,,,,,,,,
18591005,HU,32.4N,70.8W,110,,,,,,,,,,,,,,
18591005,HU,34.5N,70.1W,110,,,,,,,,,,,,,,
18591005,HU,36.5N,69.5W,110,,,,,,,,,,,,,,
18591005,HU,38.0N,68.6W,110,,,,,,,,,,,,,,
18591006,HU,39.5N,67.4W,110,,,,,,,,,,,,,,
18591006,HU,40.9N,66.1W,110,,,,,,,,,,,,,,
18591006,HU,42.5N,64.0W,110,938,,,,,,,,,,,,,
18591006,HU,44.5N,61.0W,110,,,,,,,,,,,,,,
18591016,TS,25.1N,75.1W,60,,,,,,,,,,,,,,
18591016,TS,25.2N,75.5W,60,,,,,,,,,,,,,,
18591016,TS,25.2N,76.0W,60,,,,,,,,,,,,,,
18591016,TS,25.5N,76.6W,60,,,,,,,,,,,,,,
18591017,TS,25.8N,77.6W,60,,,,,,,,,,,,,,
18591017,TS,26.0N,78.5W,60,,,,,,,,,,,,,,
18591017,TS,26.2N,79.5W,60,,,,,,,,,,,,,,
18591017,TS,26.4N,80.1W,60,,,,,,,,,,,,,,
18591017,TS,26.5N,80.5W,50,,,,,,,,,,,,,,
18591018,TS,26.8N,81.3W,40,,,,,,,,,,,,,,
18591018,TS,27.2N,81.8W,40,,,,,,,,,,,,,,
18591024,TS,20.2N,93.3W,40,,,,,,,,,,,,,,
18591024,TS,20.3N,93.3W,40,,,,,,,,,,,,,,
18591024,TS,20.4N,93.3W,40,,,,,,,,,,,,,,
18591024,TS,20.6N,93.2W,40,,,,,,,,,,,,,,
18591025,TS,20.7N,93.2W,40,,,,,,,,,,,,,,
18591025,TS,20.8N,93.2W,50,,,,,,,,,,,,,,
18591025,TS,21.0N,93.1W,50,,,,,,,,,,,,,,
18591025,TS,21.2N,93.0W,50,,,,,,,,,,,,,,
18591026,TS,21.4N,92.9W,60,,,,,,,,,,,,,,
18591026,TS,21.6N,92.8W,60,,,,,,,,,,,,,,
18591026,HU,21.8N,92.6W,70,,,,,,,,,,,,,,
18591026,HU,22.0N,92.5W,80,,,,,,,,,,,,,,
18591027,HU,22.3N,92.1W,80,,,,,,,,,,,,,,
18591027,HU,22.5N,91.7W,80,,,,,,,,,,,,,,
18591027,HU,23.1N,91.0W,80,,,,,,,,,,,,,,
18591027,HU,23.9N,90.0W,80,,,,,,,,,,,,,,
18591028,HU,24.8N,88.7W,80,,,,,,,,,,,,,,
18591028,HU,25.7N,87.1W,80,,,,,,,,,,,,,,
18591028,HU,26.7N,85.0W,80,,,,,,,,,,,,,,
18591028,HU,27.7N,82.8W,80,,,,,,,,,,,,,,
18591029,HU,29.2N,79.2W,70,989,,,,,,,,,,,,,
18591029,EX,30.3N,75.2W,60,,,,,,,,,,,,,,
18591029,EX,31.7N,69.9W,50,,,,,,,,,,,,,,
18591029,EX,32.7N,63.5W,40,,,,,,,,,,,,,,
18600808,TS,27.9N,84.1W,40,,,,,,,,,,,,,,
18600808,TS,27.8N,84.5W,40,,,,,,,,,,,,,,
18600808,TS,27.8N,84.8W,50,,,,,,,,,,,,,,
18600808,TS,27.7N,85.3W,50,,,,,,,,,,,,,,
18600809,TS,27.6N,85.9W,60,,,,,,,,,,,,,,
18600809,TS,27.5N,86.3W,60,,,,,,,,,,,,,,
18600809,HU,27.5N,86.8W,70,,,,,,,,,,,,,,
18600809,HU,27.4N,87.5W,70,,,,,,,,,,,,,,
18600810,HU,27.4N,88.0W,80,,,,,,,,,,,,,,
18600810,HU,27.4N,88.5W,80,,,,,,,,,,,,,,
18600810,HU,27.5N,89.0W,90,,,,,,,,,,,,,,
18600810,HU,27.5N,89.5W,90,,,,,,,,,,,,,,
18600811,HU,27.6N,89.9W,100,,,,,,,,,,,,,,
18600811,HU,27.9N,90.1W,100,,,,,,,,,,,,,,
18600811,HU,28.4N,90.3W,110,,,,,,,,,,,,,,
18600811,HU,29.0N,90.1W,110,,,,,,,,,,,,,,
18600811,HU,29.2N,90.0W,110,,,,,,,,,,,,,,
18600812,HU,29.7N,89.8W,100,,,,,,,,,,,,,,
18600812,HU,30.5N,88.9W,100,,,,,,,,,,,,,,
18600812,HU,31.0N,88.0W,70,,,,,,,,,,,,,,
18600812,TS,31.3N,86.8W,50,,,,,,,,,,,,,,
18600813,TS,31.4N,85.6W,40,,,,,,,,,,,,,,
18600813,TS,31.5N,84.6W,40,,,,,,,,,,,,,,
18600813,TS,31.7N,83.6W,40,,,,,,,,,,,,,,
18600813,TS,31.8N,82.6W,40,,,,,,,,,,,,,,
18600814,TS,31.9N,81.6W,40,,,,,,,,,,,,,,
18600814,TS,32.0N,80.6W,40,,,,,,,,,,,,,,
18600814,TS,32.0N,79.6W,50,,,,,,,,,,,,,,
18600814,TS,32.0N,78.6W,50,,,,,,,,,,,,,,
18600815,TS,32.0N,77.6W,50,,,,,,,,,,,,,,
