Date,Actual,Forecast
2014-07-22,12.8,
2014-07-23,13.2,
2014-07-23,13.7,
2014-07-23,14.0,
2014-07-29,9.6,
2014-07-29,9.5,
2014-07-29,9.5,
2014-07-30,9.6,
2014-07-30,9.7,
2014-07-30,9.8,
2014-07-30,10.0,
2014-07-31,10.4,
2014-07-31,10.7,
2014-07-31,11.0,
2014-07-31,11.5,
2014-08-01,12.2,
2014-08-01,13.0,
2014-08-01,13.8,
2014-08-01,14.5,
2014-08-02,15.2,
2014-08-02,15.9,
2014-08-02,16.7,
2014-08-02,17.9,
2014-08-03,19.2,
2014-08-03,20.3,
2014-08-03,21.4,
2014-08-03,21.8,
2014-08-03,22.7,
2014-08-04,24.1,
2014-08-04,25.4,
2014-08-04,26.8,
2014-08-04,28.5,
2014-08-05,30.5,
2014-08-05,32.5,
2014-08-05,34.2,
2014-08-05,35.5,
2014-08-06,36.8,
2014-08-06,38.1,
2014-08-06,39.4,
2014-08-06,40.8,
2014-08-07,42.1,
2014-08-07,43.4,
2014-08-07,44.6,
2014-08-07,46.0,
2014-08-08,47.4,
2014-08-08,47.9,
2014-08-08,47.5,
2014-08-08,46.9,
2014-08-09,47.0,
2014-08-09,47.1,
2014-08-09,47.5,
2014-08-23,21.5,
2014-08-24,22.0,
2014-08-24,22.6,
2014-08-24,23.3,
2014-08-24,24.0,
2014-08-25,24.2,
2014-08-25,24.4,
2014-08-25,24.7,
2014-08-25,24.9,
2014-08-26,25.1,
2014-08-26,25.6,
2014-08-26,26.7,
2014-08-26,28.1,
2014-08-27,29.5,
2014-08-27,30.6,
2014-08-27,31.6,
2014-08-27,32.3,
2014-08-28,33.5,
2014-08-28,34.8,
2014-08-28,36.3,
2014-08-28,37.5,
2014-08-29,39.1,
2014-08-29,41.2,
2014-08-29,44.2,
2014-08-29,46.7,
2014-08-30,48.6,
2014-08-30,49.9,
2014-08-30,51.3,
2014-08-30,54.0,
2014-08-31,58.0,
2014-08-31,61.0,
2014-08-31,62.0,
2014-08-31,63.0,
2014-09-01,64.0,
2014-09-01,65.0,
2014-09-01,66.0,
2014-09-01,67.0,
2014-09-02,68.0,
2014-09-02,69.0,
2014-09-01,19.2,
2014-09-01,20.0,
2014-09-02,21.3,
2014-09-02,22.3,
2014-09-02,22.8,
2014-09-02,22.2,
2014-09-03,22.0,
2014-09-03,22.0,
2014-09-03,22.0,
2014-09-03,21.9,
2014-09-03,21.8,
2014-09-03,21.7,
2014-09-04,21.6,
2014-09-10,13.7,
2014-09-11,14.2,
2014-09-11,14.9,
2014-09-11,15.8,
2014-09-11,16.5,
2014-09-12,17.2,
2014-09-12,17.7,
2014-09-12,18.3,
2014-09-12,18.9,
2014-09-13,19.6,
2014-09-13,20.4,
2014-09-13,21.4,
2014-09-13,22.3,
2014-09-14,23.0,
2014-09-14,23.7,
2014-09-14,24.4,
2014-09-14,25.1,
2014-09-15,25.8,
2014-09-15,26.5,
2014-09-15,27.0,
2014-09-15,27.7,
2014-09-16,28.5,
2014-09-16,29.5,
2014-09-16,30.6,
2014-09-16,31.7,
2014-09-17,32.9,
2014-09-17,34.3,
2014-09-17,35.7,
2014-09-17,37.2,
2014-09-18,38.3,
2014-09-18,39.3,
2014-09-18,39.9,
2014-09-18,39.9,
2014-09-19,39.9,
2014-09-19,39.9,
2014-09-19,39.5,
2014-09-19,39.5,
2014-09-20,39.4,
2014-09-20,39.3,
2014-09-20,39.1,
2014-09-20,38.8,
2014-09-21,38.1,
2014-09-21,37.1,
2014-09-21,36.1,
2014-09-21,35.1,
2014-09-22,34.2,
2014-09-22,33.4,
2014-10-10,22.0,
2014-10-10,22.7,
2014-10-10,23.5,
2014-10-10,24.3,
2014-10-11,25.1,
2014-10-11,26.0,
2014-10-11,27.2,
2014-10-11,28.7,
2014-10-12,30.2,
2014-10-12,31.7,
2014-10-12,32.3,
2014-10-12,33.1,
2014-10-12,33.6,
2014-10-13,33.9,
2014-10-11,16.4,
2014-10-12,16.4,
2014-10-12,16.4,
2014-10-12,16.4,
2014-10-12,16.4,
2014-10-13,16.5,
2014-10-13,16.7,
2014-10-13,17.0,
2014-10-13,17.1,
2014-10-13,17.6,
2014-10-13,18.1,
2014-10-13,18.2,
2014-10-14,18.3,
2014-10-14,19.1,
2014-10-14,19.9,
2014-10-14,20.8,
2014-10-15,21.7,
2014-10-15,22.5,
2014-10-15,23.1,
2014-10-15,23.8,
2014-10-16,24.4,
2014-10-16,25.0,
2014-10-16,25.6,
2014-10-16,26.5,
2014-10-17,27.4,
2014-10-17,28.6,
2014-10-17,29.8,
2014-10-17,31.0,
2014-10-18,32.2,
2014-10-18,32.3,
2014-10-18,33.7,
2014-10-18,35.6,
2014-10-18,38.2,
2014-10-19,41.2,
2014-10-19,44.5,
2014-10-19,47.8,
2014-10-19,50.6,
2014-10-20,52.6,
2014-10-20,53.9,
2014-10-21,19.5,
2014-10-21,19.5,
2014-10-21,19.5,
2014-10-21,19.5,
2014-10-22,19.5,
2014-10-22,19.5,
2014-10-22,19.4,
2014-10-22,19.3,
2014-10-23,19.2,
2014-10-23,18.9,
2014-10-23,18.6,
2014-10-23,18.2,
2014-10-24,17.9,
2014-10-24,18.1,
2014-10-24,18.4,
2014-10-24,18.8,
2014-10-25,19.0,
2014-10-25,18.8,
2014-10-25,18.3,
2014-10-25,17.7,
2014-10-26,17.1,
2014-10-26,16.5,
2014-10-26,16.0,
2014-10-26,15.5,
2014-10-27,15.1,
2014-10-27,15.0,
2014-10-27,14.9,
2014-10-27,14.9,
2014-10-27,14.9,
2014-10-28,15.0,
2014-10-28,15.4,
2014-10-28,15.9,
2014-10-28,16.5,
2014-10-29,16.8,
2014-10-29,16.9,
2014-10-29,16.9,
2014-10-29,16.8,
2015-05-06,26.8,
2015-05-06,28.2,
2015-05-06,29.7,
2015-05-07,30.8,
2015-05-07,30.7,
2015-05-07,30.6,
2015-05-07,31.2,
2015-05-08,31.4,
2015-05-08,31.5,
2015-05-08,31.5,
2015-05-08,31.6,
2015-05-09,31.9,
2015-05-09,32.2,
2015-05-09,32.5,
2015-05-09,32.7,
2015-05-10,33.1,
2015-05-10,33.5,
2015-05-10,33.8,
2015-05-10,33.9,
2015-05-10,34.3,
2015-05-11,34.7,
2015-05-11,35.5,
2015-05-11,36.2,
2015-05-11,37.0,
2015-05-12,38.1,
2015-05-12,39.3,
2015-05-12,40.8,
2015-05-12,43.0,
2015-06-16,27.0,
2015-06-16,27.6,
2015-06-16,28.0,
2015-06-16,28.2,
2015-06-16,28.2,
2015-06-17,29.1,
2015-06-17,30.3,
2015-06-17,31.7,
2015-06-17,32.6,
2015-06-18,33.5,
2015-06-18,34.2,
2015-06-18,34.8,
2015-06-18,35.2,
2015-06-19,35.6,
2015-06-19,35.9,
2015-06-19,36.3,
2015-06-19,36.9,
2015-06-20,37.4,
2015-06-20,37.8,
2015-06-20,38.2,
2015-06-20,38.5,
2015-06-21,38.9,
2015-07-12,35.4,
2015-07-12,35.3,
2015-07-12,35.2,
2015-07-12,35.3,
2015-07-13,35.5,
2015-07-13,36.0,
2015-07-13,36.8,
2015-07-13,37.6,
2015-07-14,38.4,
2015-07-14,39.4,
2015-07-14,40.7,
2015-07-14,42.0,
2015-07-15,43.5,
2015-07-15,45.0,
2015-07-15,46.0,
2015-08-17,9.6,
2015-08-17,9.6,
2015-08-17,9.7,
2015-08-17,10.0,
2015-08-18,10.3,
2015-08-18,10.4,
2015-08-18,10.5,
2015-08-18,10.7,
2015-08-19,10.9,
2015-08-19,11.0,
2015-08-19,11.2,
2015-08-19,11.5,
2015-08-20,11.7,
2015-08-20,11.9,
2015-08-20,12.3,
2015-08-20,12.8,
2015-08-21,13.2,
2015-08-21,13.5,
2015-08-21,13.8,
2015-08-21,14.3,
2015-08-22,14.7,
2015-08-22,15.0,
2015-08-22,15.3,
2015-08-22,15.5,
2015-08-23,15.6,
2015-08-23,15.7,
2015-08-23,15.7,
2015-08-23,15.6,
2015-08-24,15.6,
2015-08-24,15.8,
2015-08-24,15.8,
2015-08-24,14.3,
2015-08-25,14.4,
2015-08-25,14.7,
2015-08-25,15.0,
2015-08-25,15.3,
2015-08-26,15.7,
